SiteID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,ADBSegName,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,LatDD,LonDD,IsRiffle,IsPublicLand,CurrentStatus
232,Deer Creek,,Carpenter- 3 miles NW,Wadeable,Headwater Reference Study,593,IA 02-CED-0543_0,Deer Creek,47c,Worth,Mississippi,33.885,Warm Water,huc070802010402,4811773,492265,43.45882,-93.09561,No,False,Survey Site
233,North Skunk River,Site #1,Millgrove Co Access,Wadeable,,859,IA 03-NSK-0020_2,North Skunk River,47f,Poweshiek,Mississippi,382.508,Warm Water,huc070801060206,4596701,526967,41.52149,-92.67679,N/A,True,Survey Site
234,North Skunk River,Site #3,Kellogg City Park,Wadeable,,863,IA 03-NSK-0030_0,North Skunk River,47f,Jasper,Mississippi,167.505,Warm Water,huc070801060105,4617588,508037,41.71004,-92.90339,N/A,False,Survey Site
235,North Skunk River,Site #4,Newton,Wadeable,,863,IA 03-NSK-0030_0,North Skunk River,47f,Jasper,Mississippi,115.226,Warm Water,huc070801060103,4624382,500015,41.77127,-92.99981,N/A,False,Survey Site
236,North Skunk River,Site #2,Sully,Wadeable,,863,IA 03-NSK-0030_0,North Skunk River,47f,Jasper,Mississippi,243.437,Warm Water,huc070801060202,4610862,514560,41.64936,-92.82514,N/A,False,Survey Site
237,Sugar Creek,TMDL#9,Tipton Hwy 130,Headwater,"TMDL,Headwater Reference Study",492,IA 02-CED-0170_4,Sugar Creek,47f,Cedar,Mississippi,25.322,Warm Water,huc070802060602,4626408,659438,41.7735,-91.08165,N/A,False,Survey Site
238,Silver Creek,,Monticello,Wadeable,,44,IA 01-MAQ-0200_0,Silver Creek,47c,Jones,Mississippi,36.33,Warm Water,huc070600060402,4682128,643175,42.27822,-91.26364,Yes,False,Survey Site
239,Buck Creek,,Delhi,Wadeable,,45,IA 01-MAQ-0210_0,Buck Creek,47c,Delaware,Mississippi,27.626,Warm Water,huc070600060401,4690721,635693,42.35692,-91.35232,No,False,Survey Site
240,Little Floyd River,US TMDL,Sheldon,Wadeable,TMDL,1563,IA 06-FLO-0080_0,Little Floyd River,47a,Obrien,Missouri,53.999,Warm Water,huc102300020302,4780636,270241,43.14359,-95.82535,N/A,False,Survey Site
241,Little Floyd River,DS TMDL,Sheldon,Wadeable,TMDL,1563,IA 06-FLO-0080_0,Little Floyd River,47a,Obrien,Missouri,60.697,Warm Water,huc102300020302,4782252,266910,43.1571,-95.86694,N/A,False,Survey Site
242,Prairie Creek,,Spencer,Wadeable,,1635,IA 06-LSR-0245_0,Prairie Creek,47a,Clay,Missouri,39.235,Warm Water,huc102300030803,4773873,328356,43.09814,-95.10917,N/A,False,Survey Site
243,Milford Creek,US TMDL,Milford,Wadeable,TMDL,1667,IA 06-LSR-0305_0,Milford Creek,47b,Dickinson,Missouri,130.046,Warm Water,huc102300030204,4800860,327142,43.34071,-95.13253,No,False,Survey Site
244,Milford Creek,DS TMDL,Milford,Wadeable,TMDL,1666,IA 06-LSR-0300_0,Milford Creek,47b,Dickinson,Missouri,136.01,Warm Water,huc102300030204,4798075,324289,43.31499,-95.16681,Yes,False,Survey Site
245,Camp Creek,TMDL #54,Mitchellville,Wadeable,TMDL,1070,IA 04-LDM-0228_0,Camp Creek,47f,Polk,Mississippi,17.667,Warm Water,huc071000081504,4607159,468976,41.61554,-93.37237,N/A,False,Survey Site
246,Camp Creek,DS TMDL,Runnells,Wadeable,TMDL,1070,IA 04-LDM-0228_0,Camp Creek,47f,Polk,Mississippi,24.795,Warm Water,huc071000081504,4601647,470911,41.56597,-93.34888,N/A,False,Survey Site
247,East Big Creek,,Springville- Quarry,Wadeable,,503,IA 02-CED-0208_0,East Big Creek,47c,Linn,Mississippi,13.913,Warm Water,huc070802060201,4656598,627117,42.05116,-91.46388,Yes,False,Survey Site
248,Big Creek,,Marion- Secrist Road,Wadeable,,498,IA 02-CED-0200_1,Big Creek,47c,Linn,Mississippi,42.276,Warm Water,huc070802060203,4653227,626006,42.02098,-91.47803,No,False,Survey Site
249,Crabapple Creek,,Springville- Marion Airport Rd,Headwater,Headwater Reference Study,502,IA 02-CED-0207_0,Crabapple Creek,47c,Linn,Mississippi,14.741,Warm Water,huc070802060201,4654787,625568,42.0351,-91.48298,No,False,Survey Site
250,Prairie Creek,,Maquoketa,Wadeable,319 Program Projects,32,IA 01-MAQ-0130_0,Prairie Creek,47f,Jackson,Mississippi,51.618,Warm Water,huc070600061003,4659736,695244,42.06543,-90.64013,N/A,False,Survey Site
251,Clear Creek,,Lisbon,Wadeable,,497,IA 02-CED-0195_0,Clear Creek,47f,Cedar,Mississippi,16.785,Warm Water,huc070802060402,4637614,637443,41.87851,-91.34358,N/A,False,Survey Site
252,Horton Creek,,Horton,Headwater,Headwater Reference Study,1871,IA 02-CED-0451_0,Horton Creek,47c,Bremer,Mississippi,18.626,Warm Water,huc070802011202,4745719,543315,42.86283,-92.46976,No,False,Survey Site
253,Sugar Creek,TMDL #7,Tipton,Wadeable,TMDL,490,IA 02-CED-0170_2,Sugar Creek,47f,Cedar,Mississippi,81.772,Warm Water,huc070802060603,4618225,662662,41.69919,-91.04512,N/A,False,Survey Site
254,Sugar Creek,TMDL #8,Tipton,Wadeable,TMDL,491,IA 02-CED-0170_3,Sugar Creek,47f,Cedar,Mississippi,32.772,Warm Water,huc070802060602,4624355,658482,41.75521,-91.0937,N/A,False,Survey Site
255,Waterman Creek,,Sutherland,Wadeable,,1620,IA 06-LSR-0200_0,Waterman Creek,47a,Obrien,Missouri,125.074,Warm Water,huc102300031004,4760187,302298,42.96866,-95.42425,N/A,False,Reference Site
256,West Branch Floyd River,,Hull,Wadeable,,1558,IA 06-FLO-0040_0,West Branch Floyd River,47a,Sioux,Missouri,61.878,Warm Water,huc102300020404,4776192,248060,43.09657,-96.09572,N/A,False,Survey Site
257,Buffalo Creek,TMDL #12,Frozen Hill Road,Wadeable,TMDL,374,IA 01-WPS-0110_2,Buffalo Creek,47c,Linn,Mississippi,198.985,Warm Water,huc070801020906,4670518,633351,42.17544,-91.3854,No,False,Survey Site
258,Buffalo Creek,TMDL #11,E-28 Bridge,Wadeable,TMDL,373,IA 01-WPS-0110_1,Buffalo Creek,47f,Jones,Mississippi,230.947,Warm Water,huc070801020906,4663177,640583,42.10809,-91.29964,N/A,False,Survey Site
259,Middle Fork South Beaver Creek,TMDL #45,Wellsburg,Headwater,"TMDL,Headwater Reference Study",563,IA 02-CED-0432_1,Middle Fork South Beaver Creek,47c,Grundy,Mississippi,22.372,Warm Water,huc070802050101,4704306,502630,42.4911,-92.96799,No,False,Survey Site
260,Middle Fork South Beaver Creek,TMDL #47,Ackley,Headwater,"TMDL,Headwater Reference Study",564,IA 02-CED-0432_2,Middle Fork South Beaver Creek,47c,Hardin,Mississippi,2.443,Warm Water,huc070802050101,4710486,495095,42.54675,-93.05974,No,False,Survey Site
261,North Fork Maquoketa River,TMDL #29,New Vienna,Wadeable,TMDL,91,IA 01-NMQ-0020_2,North Fork Maquoketa River,47c,Dubuque,Mississippi,35.708,Warm Water,huc070600060603,4711115,653253,42.53723,-91.13376,No,False,Survey Site
262,North Fork Maquoketa River,TMDL #28,Dyersville,Wadeable,TMDL,91,IA 01-NMQ-0020_2,North Fork Maquoketa River,47c,Dubuque,Mississippi,39.488,Warm Water,huc070600060603,4707318,654105,42.50288,-91.12441,No,False,Survey Site
263,North Fork Maquoketa River,TMDL #30,New Vienna,Wadeable,TMDL,91,IA 01-NMQ-0020_2,North Fork Maquoketa River,47c,Dubuque,Mississippi,26.361,Warm Water,huc070600060603,4713180,656012,42.55526,-91.09961,No,False,Survey Site
264,North Branch Volga River,,Randalia,Wadeable,,330,IA 01-VOL-0160_0,North Branch Volga River,47c,Fayette,Mississippi,24.514,Warm Water,huc070600040501,4744428,588448,42.84731,-91.91754,No,False,Survey Site
265,Volga River,,Randalia,Wadeable,,296,IA 01-VOL-0020_3,Volga River,47c,Fayette,Mississippi,22.192,Warm Water,huc070600040502,4743918,586631,42.84293,-91.93985,Yes,False,Candidate Reference Site
266,Thompson River,,Decatur City,Wadeable,,1351,IA 05-GRA-0040_0,Thompson River,40a,Decatur,Missouri,601.7,Warm Water,huc102801020503,4508126,425745,40.72071,-93.87921,N/A,False,Candidate Reference Site
267,Calmus Creek,UpStr Cement Plant,Mason City,Wadeable,,845,IA 02-WIN-0050_0,Calmus Creek,47c,Cerro Gordo,Mississippi,24.305,Warm Water,huc070802030305,4780391,483149,43.17609,-93.20733,Yes,False,Survey Site
268,Calmus Creek,DnStr Cement Plant,Mason City,Wadeable,,845,IA 02-WIN-0050_0,Calmus Creek,47c,Cerro Gordo,Mississippi,24.571,Warm Water,huc070802030305,4779872,483821,43.17143,-93.19904,Yes,False,Survey Site
269,Miners Creek,,Guttenburg,Wadeable,,427,IA 01-YEL-0010_2,Miners Creek,52b,Clayton,Mississippi,6.466,Cold Water,huc070600030705,4738999,653299,42.7882,-91.12567,N/A,False,Survey Site
270,West Otter Creek,,Toddville,Wadeable,,516,IA 02-CED-02307_0,West Otter Creek,47c,Linn,Mississippi,26.469,Warm Water,huc070802051301,4665408,605837,42.13364,-91.71937,Yes,False,Candidate Reference Site
271,Mud Creek,,Durant WWTP Mixing,Wadeable,,488,IA 02-CED-0160_0,Mud Creek,47f,Muscatine,Mississippi,50.087,Warm Water,huc070802060502,4606726,674223,41.59323,-90.90962,N/A,False,Survey Site
272,Bear Creek,,Roland WWTP Mixing,Headwater,Headwater Reference Study,959,IA 03-SSK-0080_2,Bear Creek,47b,Story,Mississippi,19.104,Warm Water,huc070801050403,4667370,458032,42.15733,-93.508,Undetermined,False,Survey Site
273,Halfway Creek,,Galva WWTP Mixing,Wadeable,,1595,IA 06-LSR-0108_0,Halfway Creek,47a,Ida,Missouri,24.053,Warm Water,huc102300050202,4709267,301121,42.51021,-95.42078,N/A,False,Survey Site
274,Buffalo Creek,,Red Ridge Road,Wadeable,TMDL,375,IA 01-WPS-0110_3,Buffalo Creek,47c,Linn,Mississippi,164.618,Warm Water,huc070801020905,4678984,625260,42.253,-91.4815,Yes,True,Survey Site
275,South Skunk River,US Storm,Story City,Wadeable,,934,IA 03-SSK-0030_2,South Skunk River,47b,Story,Mississippi,178.891,Warm Water,huc070801050402,4670364,451631,42.18392,-93.58573,Undetermined,False,Survey Site
276,Maple River,,Galva,Wadeable,,1586,IA 06-LSR-0080_2,Maple River,47a,Ida,Missouri,244.46,Warm Water,huc102300050204,4707000,300019,42.48953,-95.43339,N/A,False,Survey Site
277,Maple River,,Ida Grove,Wadeable,,1585,IA 06-LSR-0080_1,Maple River,47a,Ida,Missouri,302.538,Warm Water,huc102300050207,4698693,298203,42.41431,-95.45254,N/A,False,Survey Site
278,South Skunk River,,Ellsworth - Hwy 175 Bridge,Wadeable,,936,IA 03-SSK-0030_4,South Skunk River,47b,Hamilton,Mississippi,50.961,Warm Water,huc070801050202,4684347,451430,42.30984,-93.58933,Undetermined,False,Survey Site
279,Trout Creek,,Decorah,Wadeable,,270,IA 01-UIA-0300_2,Trout Creek (aka Trout Run),52b,Winneshiek,Mississippi,14.822,Warm Water,huc070600020403,4790419,597766,43.26023,-91.79544,N/A,False,Survey Site
280,West Fork Cedar River,,Finchford,Wadeable,Ambient Monthly WQ,801,IA 02-WFC-0020_1,West Fork Cedar River,47c,Black Hawk,Mississippi,850.32,Warm Water,huc070802040607,4719714,537415,42.62896,-92.5437,Undetermined,False,Survey Site
281,North River,,Norwalk - USGS Gauge,Wadeable,Ambient Monthly WQ,1097,IA 04-LDM-0300_2,North River,47f,Warren,Mississippi,349.328,Warm Water,huc071000080405,4589789,445294,41.45782,-93.65502,N/A,False,Survey Site
282,North Fork Maquoketa River,,Maquoketa/Hurstville,Wadeable,Ambient Monthly WQ,88,IA 01-NMQ-0010_1,North Fork Maquoketa River,47f,Jackson,Mississippi,589.669,Warm Water,huc070600060804,4662388,692540,42.08996,-90.67191,N/A,False,Survey Site
283,Volga River,,Elkport,Wadeable,Ambient Monthly WQ,289,IA 01-VOL-0010_1,Volga River,52b,Clayton,Mississippi,402.505,Warm Water,huc070600040608,4734460,641041,42.74969,-91.27661,N/A,False,Survey Site
284,Iowa River,,Columbus Junction,Non-wadeable,Ambient Monthly WQ,623,IA 02-IOW-0010_3,Iowa River,72d,Louisa,Mississippi,12256.642,Warm Water,huc070802091102,4571024,638618,41.27876,-91.34481,N/A,False,Survey Site
285,Cedar River,,Carrville/Charles City,Non-wadeable,"Ambient Monthly WQ,2011 Nutrient (WW)",477,IA 02-CED-0110_1,Cedar River,47c,Floyd,Mississippi,1094.64,Warm Water,huc070802011005,4761540,532395,43.00584,-92.60251,Undetermined,False,Survey Site
286,South Skunk River,,Cambridge,Wadeable,Ambient Monthly WQ,931,IA 03-SSK-0020_1,South Skunk River,47b,Story,Mississippi,604.772,Warm Water,huc070801050903,4644414,454331,41.95038,-93.55101,Undetermined,False,Survey Site
287,English River,,Riverside,Wadeable,Ambient Monthly WQ,671,IA 02-IOW-0100_1,English River,72d,Washington,Mississippi,626.907,Warm Water,huc070802090606,4592518,618540,41.4755,-91.58027,N/A,False,Survey Site
288,Upper Iowa River,,Dorchester,Wadeable,Ambient Monthly WQ,237,IA 01-UIA-0100_0,Upper Iowa River,52b,Allamakee,Mississippi,767.863,Warm Water,huc070600020602,4808702,620693,43.42149,-91.50903,N/A,False,Survey Site
289,Chariton River,,Centerville,Wadeable,Ambient Monthly WQ,1308,IA 05-CHA-0010_2,Chariton River,40a,Appanoose,Mississippi,640.808,Warm Water,huc102802010404,4515464,512007,40.79007,-92.85768,N/A,False,Survey Site
290,Squaw Creek,REMAP #9,Ames- Veenker Golf Course,Wadeable,REMAP,954,IA 03-SSK-0060_0,Squaw Creek,47b,Story,Mississippi,193.642,Warm Water,huc070801050307,4654119,446090,42.03726,-93.65132,No,False,Survey Site
291,North River,REMAP #29,Norwalk,Wadeable,REMAP,1097,IA 04-LDM-0300_2,North River,47f,Warren,Mississippi,340.752,Warm Water,huc071000080405,4588685,443199,41.44773,-93.68,N/A,False,Survey Site
292,Middle River,REMAP #239,Indianola,Wadeable,REMAP,1083,IA 04-LDM-0270_0,Middle River,47f,Warren,Mississippi,502.119,Warm Water,huc071000080703,4587083,453407,41.43396,-93.55768,N/A,False,Survey Site
293,East Nishnabotna River,REMAP #8,Lewis,Wadeable,REMAP,1817,IA 05-NSH-0020_5,East Nishnabotna River,47e,Cass,Missouri,781.35,Warm Water,huc102400030602,4571504,320300,41.27498,-95.14557,N/A,False,Survey Site
294,Bear Creek,REMAP #36,Cleghorn,Headwater,"REMAP,Headwater Reference Study",1833,IA 06-LSR-0193_0,Bear Creek,47a,Cherokee,Mississippi,6.05,Warm Water,huc102300031208,4746028,281489,42.83561,-95.67365,N/A,False,Survey Site
295,Broken Kettle Creek,REMAP #24,Westfield,Wadeable,REMAP,1529,IA 06-BSR-0023_0,Broken Kettle Creek,47e,Plymouth,Missouri,59.929,Warm Water,huc101702032403,4735771,215918,42.72188,-96.46953,N/A,False,Survey Site
296,East Otter Creek,REMAP #46,Alburnett,Wadeable,REMAP,515,IA 02-CED-02303_0,East Otter Creek,47c,Linn,Mississippi,15.133,Warm Water,huc070802051302,4667884,609985,42.15536,-91.66873,No,False,Survey Site
297,South Fork Catfish Creek,REMAP #49,Dubuque,Wadeable,REMAP,130,IA 01-TRK-0130_0,South Fork Catfish Creek,52b,Dubuque,Mississippi,8.002,Warm Water,huc070600050101,4704512,682815,42.47138,-90.77612,N/A,False,Survey Site
298,Bonnell Creek,REMAP #55,Franklin,Headwater,"REMAP,Headwater Reference Study",1868,IA 03-SKD-0025_0,Bonnell Creek,40a,Lee,Mississippi,6.725,Warm Water,huc070801041604,4504319,626548,40.68005,-91.50253,N/A,False,Survey Site
299,Soap Creek,REMAP #41,Floris,Wadeable,REMAP,1033,IA 04-LDM-0090_2,Soap Creek,40a,Davis,Mississippi,188.346,Warm Water,huc071000090607,4524980,553501,40.87414,-92.36506,N/A,False,Survey Site
300,Fox River,REMAP #48,Bloomfield,Wadeable,REMAP,995,IA 04-FOX-0010_2,Fox River,40a,Davis,Mississippi,101.129,Warm Water,huc071100010203,4510727,556440,40.74555,-92.33147,N/A,False,Survey Site
301,Boyer River,REMAP #30,Deloit,Wadeable,REMAP,1509,IA 06-BOY-0030_1,Boyer River,47e,Crawford,Missouri,276.499,Warm Water,huc102300070211,4667895,311771,42.14057,-95.27777,N/A,False,Survey Site
302,Cedar Creek,REMAP #34,Lohrville -- Univ. 40 Park,Wadeable,REMAP,1156,IA 04-RAC-0100_2,Cedar Creek,47b,Calhoun,Mississippi,114.623,Warm Water,huc071000060904,4678787,372661,42.25089,-94.54364,No,True,Survey Site
303,Drainage Ditch 49,REMAP #38,Eagle Grove,Headwater,"REMAP,Headwater Reference Study",1839,IA 04-UDM-0244_0,Drainage Ditch 49,47b,Wright,Mississippi,5.748,Warm Water,huc071000050605,4717000,424019,42.60168,-93.92622,No,False,Survey Site
304,Little Floyd River,REMAP #14,Sheldon,Wadeable,REMAP,1563,IA 06-FLO-0080_0,Little Floyd River,47a,Obrien,Missouri,54.241,Warm Water,huc102300020302,4781069,269517,43.14726,-95.83442,N/A,False,Survey Site
305,Mill Creek,REMAP #44,Paullina,Wadeable,REMAP,1615,IA 06-LSR-0170_0,Mill Creek,47a,Obrien,Missouri,177.243,Warm Water,huc102300031209,4754658,281480,42.91324,-95.67711,N/A,False,Survey Site
306,Willow Creek,REMAP #31,Rossie,Wadeable,REMAP,1626,IA 06-LSR-0223_0,Willow Creek,47a,Clay,Missouri,50.802,Warm Water,huc102300030902,4763549,317603,43.00273,-95.23782,N/A,False,Survey Site
307,Unnamed Tributary To North Fork Walnut Creek,REMAP #20,Morely,Headwater,"REMAP,Headwater Reference Study",1858,IA 01-WPS-0253_0,Unnamed Tributary to North Fork Walnut Creek,47c,Jones,Mississippi,3.142,Warm Water,huc070801030104,4655200,641657,42.03608,-91.28859,No,False,Survey Site
308,Keg Creek,REMAP #52,McClelland,Wadeable,REMAP,1687,IA 06-WED-0010_2,Keg Creek,47e,Pottawattamie,Missouri,91.037,Warm Water,huc102400010103,4576631,278941,41.31086,-95.6408,N/A,False,Survey Site
309,Mosquito Creek,REMAP #16,Panama,Wadeable,REMAP,1703,IA 06-WED-0030_0,Mosquito Creek,47e,Shelby,Missouri,54.347,Warm Water,huc102300060402,4618068,294059,41.68775,-95.47453,N/A,False,Survey Site
310,Roberts Creek,REMAP #11,Gunder,Wadeable,REMAP,188,IA 01-TRK-0360_3,Roberts Creek,52b,Clayton,Mississippi,34.07,Warm Water,huc070600040402,4757662,625498,42.96126,-91.46128,N/A,False,Survey Site
311,Battle Creek,REMAP #15,Battle Creek,Wadeable,REMAP,1591,IA 06-LSR-0090_0,Battle Creek,47e,Ida,Missouri,51.976,Warm Water,huc102300050301,4689363,286719,42.3273,-95.58853,N/A,False,Survey Site
312,Marrowbone Creek,REMAP #42,Lanesboro,Wadeable,REMAP,1160,IA 04-RAC-0123_0,Marrowbone Creek,47b,Carroll,Mississippi,13.288,Warm Water,huc071000060806,4670457,358054,42.17338,-94.7186,No,False,Survey Site
313,Miller Creek,REMAP #37,Wellman,Headwater,"REMAP,Headwater Reference Study",1860,IA 02-IOW-0147_0,Miller Creek,47f,Iowa,Mississippi,5.168,Warm Water,huc070802090603,4599992,597141,41.54569,-91.8353,N/A,False,Survey Site
314,Silver Creek,REMAP #22,Cherokee,Wadeable,REMAP,1614,IA 06-LSR-0165_0,Silver Creek,47a,Cherokee,Missouri,25.383,Warm Water,huc102300031402,4721694,290469,42.6192,-95.55487,N/A,False,Survey Site
315,Unnamed Tributary To Otter Creek,REMAP #3,West Union,Headwater,"REMAP,Headwater Reference Study",1852,IA 01-TRK-0399_0,Unnamed Tributary to Otter Creek,52b,Fayette,Mississippi,2.259,Warm Water,huc070600040706,4755436,601144,42.94484,-91.76021,N/A,False,Survey Site
316,Johnson Creek,REMAP #35,Aplington,Headwater,"REMAP,Headwater Reference Study",559,IA 02-CED-0420_1,Johnson Creek,47c,Butler,Mississippi,20.713,Warm Water,huc070802050301,4720875,511102,42.64024,-92.86458,No,False,Survey Site
317,Muscatine Slough,REMAP #27,Muscatine,Headwater,"REMAP,Headwater Reference Study",1866,IA 01-NEM-0050_2,Muscatine Slough,72d,Muscatine,Mississippi,5.811,Warm Water,huc070801010701,4585452,658487,41.40499,-91.10391,N/A,False,Survey Site
318,Unnamed Tributary To West Branch Wapsinonoc Creek,REMAP #238,West Liberty,Headwater,"REMAP,Headwater Reference Study",1864,IA 02-CED-01532_0,Unnamed Tributary to Unnamed Tributary to West Branch Wapsinonoc Creek,47f,Muscatine,Mississippi,4.036,Warm Water,huc070802060702,4602769,641686,41.56404,-91.30075,N/A,False,Survey Site
319,Lotts Creek,REMAP #2,West Bend,Wadeable,REMAP,1836,IA 04-EDM-0041_0,Lotts Creek,47b,Kossuth,Mississippi,63.106,Warm Water,huc071000030703,4756734,387702,42.95497,-94.37673,No,False,Survey Site
320,Pleasant Creek,REMAP #245,Springbrook,Wadeable,REMAP,111,IA 01-TRK-0010_1,Pleasant Creek,52b,Jackson,Mississippi,10.492,Warm Water,huc070600050405,4673727,710228,42.18745,-90.45415,N/A,False,Survey Site
321,Unnamed Tributary To East Nishnabotna River,REMAP #17,Essex,Headwater,"REMAP,Headwater Reference Study",1847,IA 05-NSH-0038_0,Unnamed Tributary to East Nishnabotna River,47e,Page,Missouri,3.505,Warm Water,huc102400030704,4526629,308303,40.8683,-95.27474,N/A,False,Survey Site
322,Duck Creek,REMAP #19,Blue Grass,Headwater,"REMAP,Headwater Reference Study",1867,IA 01-NEM-0061_0,Duck Creek,47f,Scott,Mississippi,1.868,Warm Water,huc070801010301,4600307,687554,41.53244,-90.75179,N/A,False,Survey Site
323,Maquoketa River,REMAP #28,Manchester,Wadeable,REMAP,16,IA 01-MAQ-0060_3,Maquoketa River,47c,Delaware,Mississippi,274.449,Warm Water,huc070600060210,4703304,627435,42.4716,-91.44977,No,False,Survey Site
324,Cedar River,REMAP #13,Floyd,Non-wadeable,REMAP,478,IA 02-CED-0110_2,Cedar River,47c,Floyd,Mississippi,1007.727,Warm Water,huc070802011001,4776725,521170,43.14297,-92.73966,Yes,False,Survey Site
325,Yellow River,REMAP #233,Ion,Wadeable,REMAP,434,IA 01-YEL-0070_0,Yellow River,52b,Allamakee,Mississippi,224.37,Warm Water,huc070600010906,4774724,643553,43.11164,-91.23561,N/A,True,Survey Site
326,Peck Creek,REMAP #229,Osterdock,Wadeable,REMAP,168,IA 01-TRK-0260_0,Pecks Creek,52b,Clayton,Mississippi,9.815,Cold Water,huc070600040904,4731798,651893,42.72366,-91.14479,N/A,False,Survey Site
327,White Breast Creek,REMAP #54,Woodburn,Wadeable,REMAP,1825,IA 04-LDM-0210_2,White Breast Creek,40a,Lucas,Mississippi,95.254,Warm Water,huc071000081304,4538958,457218,41.00068,-93.50869,N/A,True,Survey Site
328,Bear Creek,REMAP #56,Brooklyn,Wadeable,REMAP,702,IA 02-IOW-0180_2,Bear Creek,47f,Poweshiek,Mississippi,64.345,Warm Water,huc070802080803,4621294,544413,41.74222,-92.46587,N/A,False,Survey Site
329,Little River,REMAP #25,Leon,Wadeable,REMAP,1357,IA 05-GRA-0080_0,Little River,40a,Decatur,Mississippi,68.157,Warm Water,huc102801020703,4500306,436945,40.6512,-93.74582,N/A,False,Survey Site
330,Upper Iowa River,REMAP #32,Florenceville,Wadeable,REMAP,244,IA 01-UIA-0120_4,Upper Iowa River,52b,Howard,Mississippi,220.991,Warm Water,huc070600020107,4816281,569724,43.4962,-92.1376,N/A,False,Survey Site
331,Shell Rock River,REMAP #23,Kensett,Wadeable,REMAP,787,IA 02-SHL-0020_2,Shell Rock River,47c,Worth,Mississippi,306.43,Warm Water,huc070802020203,4804389,483865,43.3922,-93.19922,Yes,False,Survey Site
332,Middle Avery Creek,REMAP #12,Chillicothe,Wadeable,REMAP,1042,IA 04-LDM-0123_0,Middle Avery Creek,40a,Wapello,Mississippi,39.397,Warm Water,huc071000090703,4546768,530730,41.07158,-92.63421,N/A,False,Survey Site
333,Boylan Creek,REMAP #5,Aredale,Headwater,"REMAP,Headwater Reference Study",1870,IA 02-WFC-0051_0,Boylan Creek,47c,Butler,Mississippi,18.368,Warm Water,huc070802040602,4743106,498678,42.84052,-93.01617,No,False,Survey Site
334,Chariton River,REMAP #4,Chariton,Wadeable,REMAP,1311,IA 05-CHA-0030_2,Chariton River,40a,Lucas,Mississippi,106.189,Warm Water,huc102802010206,4538243,473980,40.99495,-93.30936,N/A,False,Survey Site
335,Little Turkey River,REMAP #47,Protivin,Wadeable,REMAP,209,IA 01-TRK-0430_2,Little Turkey River,47c,Howard,Mississippi,27.368,Warm Water,huc070600040201,4785678,565104,43.22108,-92.19838,Yes,False,Survey Site
336,Turkey River,REMAP #237,Eldorado,Non-wadeable,REMAP,152,IA 01-TRK-0210_4,Turkey River,52b,Fayette,Mississippi,667.033,Warm Water,huc070600040703,4767051,599560,43.04962,-91.77755,N/A,False,Survey Site
337,Iowa River,REMAP #45,Wapello,Non-wadeable,REMAP,622,IA 02-IOW-0010_2,Iowa River,72d,Louisa,Mississippi,12490.144,Warm Water,huc070802091104,4562127,653085,41.19604,-91.17438,N/A,False,Survey Site
338,Boone River,REMAP #10,Webster City,Non-wadeable,REMAP,1252,IA 04-UDM-0180_1,Boone River,47b,Hamilton,Mississippi,848.657,Warm Water,huc071000050704,4696906,433831,42.42164,-93.8043,Undetermined,False,Survey Site
339,North Raccoon River,REMAP #7,Minburn,Non-wadeable,REMAP,1124,IA 04-RAC-0030_2,North Raccoon River,47b,Dallas,Mississippi,2209.452,Warm Water,huc071000061504,4624098,409930,41.76361,-94.08356,No,False,Survey Site
340,Sand Creek,REMAP #231,Arispe,Headwater,"REMAP,Headwater Reference Study",1849,IA 05-GRA-0135_0,Sand Creek,40a,Union,Mississippi,3.519,Warm Water,huc102801020501,4532108,405113,40.93459,-94.12711,N/A,False,Survey Site
341,South Raccoon River,REMAP #68,Guthrie Center,Headwater,"REMAP,Headwater Reference Study",1844,IA 04-RAC-0180_3,South Raccoon River,47f,Guthrie,Mississippi,27.835,Warm Water,huc071000070402,4622624,365219,41.744,-94.62093,N/A,False,Survey Site
342,Ditch 151,REMAP #95,Wallingford,Headwater,"REMAP,Headwater Reference Study",1832,IA 04-UDM-0395_0,Drainage Ditch 151,47b,Emmet,Mississippi,4.363,Warm Water,huc071000020401,4799234,350157,43.33102,-94.8483,No,False,Survey Site
343,Unnamed Tributary To Norway Creek,REMAP #247,Solider,Headwater,"REMAP,Headwater Reference Study",1843,IA 06-SOL-0055_0,Unnamed Tributary to Norway Creek,47m,Monona,Missouri,2.702,Warm Water,huc102300010601,4648306,273750,41.95429,-95.72984,N/A,False,Survey Site
344,Honey Creek,REMAP #72,Bonaparte,Headwater,"REMAP,Headwater Reference Study",1869,IA 04-LDM-0065_0,Honey Creek,40a,Van Buren,Mississippi,17.28,Warm Water,huc071000091205,4507580,601071,40.71294,-91.80341,N/A,False,Survey Site
345,Unnamed Tributary To Mink Creek,REMAP #92,Wadena,Headwater,"REMAP,Headwater Reference Study",1853,IA 01-VOL-0116_0,Unnamed Tributary to Mink Creek,52b,Fayette,Mississippi,1.984,Warm Water,huc070600040602,4746825,613361,42.8656,-91.61224,N/A,False,Survey Site
346,Unnamed Tributary To Bohemian Creek,REMAP #88,Protivin,Headwater,"REMAP,Headwater Reference Study",1850,IA 01-TRK-0463_0,Unnamed Tributary to Bohemian Creek,47c,Howard,Mississippi,1.921,Warm Water,huc070600040304,4788177,571893,43.24296,-92.11447,Yes,False,Survey Site
