SiteID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,ADBSegName,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,LatDD,LonDD,IsRiffle,IsPublicLand,CurrentStatus
122,South Skunk River,DS WWTP,Story City,Wadeable,,934,IA 03-SSK-0030_2,South Skunk River,47b,Story,Mississippi,179.951,Warm Water,huc070801050402,4669922,452037,42.17997,-93.58077,Yes,False,Survey Site
123,South Skunk River,US WWTP 200,Story City,Wadeable,,934,IA 03-SSK-0030_2,South Skunk River,47b,Story,Mississippi,179.922,Warm Water,huc070801050402,4670030,451756,42.18092,-93.58418,No,False,Survey Site
124,East Fork Des Moines River,,near Seneca SWMA - Ringstead,Wadeable,,1793,IA 04-EDM-0020_2,East Fork Des Moines River,47b,Kossuth,Mississippi,316.843,Warm Water,huc071000030303,4796593,387824,43.31381,-94.3833,No,False,Candidate Reference Site
125,Silver Creek,,Dewitt,Wadeable,,363,IA 01-WPS-0070_2,Silver Creek,47f,Clinton,Mississippi,35.923,Warm Water,huc070801030602,4635670,701079,41.8474,-90.57788,N/A,False,Reference Site
126,Deer Creek,,Stuart,Wadeable,,1207,IA 04-RAC-0249_0,Deer Creek,47f,Guthrie,Mississippi,11.822,Warm Water,huc071000070703,4600069,390235,41.54475,-94.31602,N/A,False,Reference Site
127,Dibble Creek,,Clermont,Wadeable,Headwater Reference Study,203,IA 01-TRK-0412_2,Dibble Creek,52b,Fayette,Mississippi,13.33,Warm Water,huc070600040704,4764686,608365,43.02713,-91.66992,N/A,False,Reference Site
128,Big Creek,,Denison,Wadeable,Headwater Reference Study,1517,IA 06-BOY-0053_0,Big Creek,47e,Crawford,Missouri,17.355,Warm Water,huc102300070210,4661463,303988,42.08078,-95.36972,N/A,False,Reference Site
129,Otter Creek,,Deloit,Wadeable,,1518,IA 06-BOY-0055_0,Otter Creek,47e,Crawford,Missouri,43.705,Warm Water,huc102300070209,4664542,307474,42.10935,-95.32862,N/A,False,Reference Site
130,Honey Creek,,Bedford,Wadeable,,1489,IA 05-PLA-0100_0,Honey Creek,47f,Taylor,Missouri,29.153,Warm Water,huc102400120201,4503483,360465,40.67042,-94.65089,N/A,False,Reference Site
131,West Nodaway River,,Grant,Wadeable,,1409,IA 05-NOD-0100_2,West Nodaway River,47f,Cass,Missouri,74.651,Warm Water,huc102400090404,4558665,338234,41.16319,-94.92817,N/A,False,Candidate Reference Site
132,North Cedar Creek,,Bussey,Wadeable,,1056,IA 04-LDM-0180_0,North Cedar Creek,40a,Marion,Mississippi,125.668,Warm Water,huc071000090204,4562233,505779,41.21145,-92.93106,N/A,False,Survey Site
133,Walnut Creek,,Windsor Heights,Wadeable,,1120,IA 04-RAC-0020_1,Walnut Creek,47f,Polk,Mississippi,76.016,Warm Water,huc071000061602,4605094,440360,41.59532,-93.71561,N/A,False,Survey Site
134,Pike Run (Old Site),,Nichols,Wadeable,,485,IA 02-CED-0157_1,Pike Run,72d,Muscatine,Mississippi,12.394,Warm Water,huc070802060805,4594610,649062,41.48925,-91.21436,N/A,False,Reference Site
135,Honey Creek,,Conesville,Wadeable,,668,IA 02-IOW-0093_0,Honey Creek,72d,Louisa,Mississippi,17.322,Warm Water,huc070802090804,4577219,636109,41.33496,-91.37337,N/A,False,Reference Site
136,Barber Creek,,Barber Creek SWMA - Grand Mound,Wadeable,,364,IA 01-WPS-0075_0,Barber Creek,47f,Clinton,Mississippi,17.511,Warm Water,huc070801030603,4627660,698409,41.77599,-90.61269,N/A,True,Reference Site
137,Lost Creek,,Princeton,Wadeable,,357,IA 01-WPS-0040_0,Lost Creek,47f,Scott,Mississippi,32.119,Warm Water,huc070801030606,4621130,715253,41.71284,-90.41258,N/A,False,Reference Site
138,Middle River,,Pammel State Park- Winterset,Wadeable,,1086,IA 04-LDM-0280_1,Middle River,47f,Madison,Mississippi,224.827,Warm Water,huc071000080609,4572163,409900,41.29589,-94.07614,N/A,True,Reference Site
139,Boone River,,Bells Mill Park- Stratford,Wadeable,,1252,IA 04-UDM-0180_1,Boone River,47b,Hamilton,Mississippi,903.344,Warm Water,huc071000050705,4687820,426670,42.33918,-93.89017,Yes,True,Reference Site
140,Mud Creek,,Baxter,Wadeable,Headwater Reference Study,946,IA 03-SSK-0047_0,Mud Creek,47f,Jasper,Mississippi,8.49,Warm Water,huc070801050702,4633080,479950,41.84936,-93.24152,N/A,False,Reference Site
141,Yellow River,,Yellow River SF - Yellow River Unit- Ion,Wadeable,,434,IA 01-YEL-0070_0,Yellow River,52b,Allamakee,Mississippi,224.447,Warm Water,huc070600010906,4774852,643688,43.11277,-91.23392,N/A,True,Reference Site
142,Mill Creek,,Larrabee,Wadeable,,1615,IA 06-LSR-0170_0,Mill Creek,47a,Cherokee,Missouri,259.008,Warm Water,huc102300031211,4747236,286485,42.84789,-95.61304,N/A,False,Reference Site
143,North Raccoon River,,Raccoon River Greenbelt- Sac City,Wadeable,,1139,IA 04-RAC-0050_2,North Raccoon River,47b,Sac,Mississippi,328.119,Warm Water,huc071000060310,4703800,334627,42.46889,-95.01163,Yes,True,Reference Site
144,Saunders Branch,DS,Saunders Park- Mt Pleasant MGP,Headwater,Headwater Reference Study,902,IA 03-SKU-0085_0,Saunders Branch,40a,Henry,Mississippi,1.704,Warm Water,huc070801070905,4535507,620908,40.96176,-91.5632,N/A,False,Survey Site
145,Saunders Branch,ADJ,Mt Pleasant MGP,Headwater,Headwater Reference Study,902,IA 03-SKU-0085_0,Saunders Branch,40a,Henry,Mississippi,1.548,Warm Water,huc070801070905,4536029,620945,40.96646,-91.56266,N/A,False,Survey Site
146,Saunders Branch,US,Mt Pleasant MGP,Headwater,Headwater Reference Study,902,IA 03-SKU-0085_0,Saunders Branch,40a,Henry,Mississippi,1.217,Warm Water,huc070801070905,4536399,621009,40.96978,-91.56183,N/A,False,Survey Site
147,Saunders Branch,SE WWTP DS,Mt Pleasant,Headwater,Headwater Reference Study,902,IA 03-SKU-0085_0,Saunders Branch,40a,Henry,Mississippi,3.223,Warm Water,huc070801070905,4534610,620610,40.95373,-91.56692,N/A,False,Survey Site
148,Heather Branch,,Mt Pleasant,Headwater,Headwater Reference Study,901,IA 03-SKU-0084_0,Heather Branch,40a,Henry,Mississippi,5.399,Warm Water,huc070801070905,4532784,621725,40.93712,-91.55403,N/A,False,Survey Site
149,North River,,Norwalk,Wadeable,,1097,IA 04-LDM-0300_2,North River,47f,Warren,Mississippi,338.769,Warm Water,huc071000080405,4588574,442147,41.44666,-93.69258,N/A,False,Candidate Reference Site
150,East Nodaway River,,Hawleyville,Wadeable,,1391,IA 05-NOD-0030_1,East Nodaway River,47f,Page,Missouri,298.003,Warm Water,huc102400100109,4515836,336415,40.77723,-94.93852,N/A,False,Reference Site
151,Middle Nodaway River,,Bridgewater,Wadeable,,1400,IA 05-NOD-0070_0,Middle Nodaway River,47f,Adair,Missouri,83.602,Warm Water,huc102400090202,4559344,363767,41.17399,-94.62411,N/A,False,Candidate Reference Site
152,Skillet Creek,DS,Dayton WWTP,Wadeable,,1250,IA 04-UDM-0170_0,Skillet Creek,47b,Webster,Mississippi,18.67,Warm Water,huc071000040701,4679200,412964,42.26014,-94.05523,Yes,False,Survey Site
153,Skillet Creek,US,Dayton WWTP,Wadeable,,1250,IA 04-UDM-0170_0,Skillet Creek,47b,Webster,Mississippi,18.661,Warm Water,huc071000040701,4679151,412900,42.2597,-94.056,No,False,Survey Site
154,Lime Creek,,Lime Creek Park- Brandon,Wadeable,,524,IA 02-CED-0270_1,Lime Creek,47c,Buchanan,Mississippi,32.504,Warm Water,huc070802051003,4686823,583862,42.32914,-91.98213,Yes,True,Reference Site
155,Camp Creek,,Thomas Mitchell Co Park- (old site),Wadeable,,1070,IA 04-LDM-0228_0,Camp Creek,47b,Polk,Mississippi,9.707,Warm Water,huc071000081504,4610159,468354,41.64254,-93.37999,Undetermined,False,Survey Site
156,Yellow River,Site 1,Most Upstream Site,Wadeable,,437,IA 01-YEL-0080_3,Yellow River,52b,Winneshiek,Mississippi,18.67,Warm Water,huc070600010901,4777094,611790,43.13833,-91.6254,N/A,False,Survey Site
157,Yellow River,Site 2,1st Up From Effluent Discharge,Wadeable,,436,IA 01-YEL-0080_2,Yellow River,52b,Allamakee,Mississippi,41.158,Cold Water,huc070600010903,4777267,614868,43.13943,-91.58753,N/A,False,Survey Site
158,Hecker Creek,,Postville Receiving Stream-- W43 Bridge,Headwater,"Headwater Reference Study,TMDL",447,IA 01-YEL-0155_0,Unnamed Creek (aka Hecker Cr.),52b,Allamakee,Mississippi,4.579,Warm Water,huc070600010903,4776889,616419,43.13579,-91.56854,N/A,False,Survey Site
159,Yellow River,Site 3,Downstream Effluent Discharge,Wadeable,,436,IA 01-YEL-0080_2,Yellow River,52b,Allamakee,Mississippi,46.857,Cold Water,huc070600010903,4777177,616484,43.13837,-91.56768,N/A,False,Survey Site
160,Yellow River,Site 4,W60 Bridge,Wadeable,,436,IA 01-YEL-0080_2,Yellow River,52b,Allamakee,Mississippi,58.17,Cold Water,huc070600010903,4779675,619266,43.16042,-91.53295,N/A,False,Survey Site
161,Squaw Creek,,Stuart Smith Park- Ames,Wadeable,,954,IA 03-SSK-0060_0,Squaw Creek,47b,Story,Mississippi,209.62,Warm Water,huc070801050307,4652196,447783,42.02006,-93.6307,No,True,Survey Site
162,Squaw Creek,,Ames- South Duff Ave,Wadeable,,954,IA 03-SSK-0060_0,Squaw Creek,47b,Story,Mississippi,228.34,Warm Water,huc070801050307,4651455,449525,42.0135,-93.60959,No,False,Survey Site
163,Deep Creek,,Wadena,Wadeable,Headwater Reference Study,1876,IA 01-VOL-0109_0,Deep Creek,52b,Fayette,Mississippi,2.607,Warm Water,huc070600040604,4739403,610445,42.79921,-91.64938,N/A,False,Reference Site
164,Crane Creek,,Saratoga,Wadeable,,213,IA 01-TRK-0440_4,Crane Creek,47c,Howard,Mississippi,15.329,Warm Water,huc070600040101,4803909,547579,43.38654,-92.41257,No,False,Survey Site
165,Brush Creek,,Wadena,Wadeable,,317,IA 01-VOL-0120_1,Brush Creek,52b,Fayette,Mississippi,31.72,Warm Water,huc070600040601,4740583,608989,42.81004,-91.66695,N/A,False,Reference Site
166,Mosquito Creek,,Manawa,Wadeable,,1699,IA 06-WED-0020_1,Mosquito Creek,47e,Pottawattamie,Missouri,231.802,Warm Water,huc102300060407,4565969,262971,41.2104,-95.82722,N/A,False,Survey Site
167,Mosquito Creek,,Council Bluffs- IWCC,Wadeable,,1701,IA 06-WED-0020_3,Mosquito Creek,47e,Pottawattamie,Missouri,212.53,Warm Water,huc102300060407,4572461,264845,41.26936,-95.80739,N/A,False,Survey Site
168,Mosquito Creek,,Underwood,Wadeable,,1701,IA 06-WED-0020_3,Mosquito Creek,47e,Pottawattamie,Missouri,174.111,Warm Water,huc102300060405,4581272,273560,41.35112,-95.70674,N/A,False,Survey Site
169,Mosquito Creek,,Persia,Wadeable,,1701,IA 06-WED-0020_3,Mosquito Creek,47e,Harrison,Missouri,112.608,Warm Water,huc102300060404,4599854,284154,41.52124,-95.58687,N/A,False,Survey Site
170,Elk Creek,,Elk Creek Marsh SWMA - Kensett,Wadeable,,798,IA 02-SHL-0030_0,Elk Creek,47b,Worth,Mississippi,40.745,Warm Water,huc070802020202,4803975,472354,43.38813,-93.34133,No,True,Candidate Reference Site
171,Little Buffalo Creek,,Titonka - R14,Wadeable,,988,IA 04-EDM-0100_0,Little Buffalo Creek (aka North Buffalo Cr.),47b,Kossuth,Mississippi,62.519,Warm Water,huc071000030403,4793104,419720,43.28647,-93.98953,No,False,Survey Site
172,Little Buffalo Creek,,Titonka - P66,Wadeable,,988,IA 04-EDM-0100_0,Little Buffalo Creek (aka North Buffalo Cr.),47b,Kossuth,Mississippi,87.443,Warm Water,huc071000030403,4789790,416346,43.25627,-94.03061,No,False,Survey Site
173,Buffalo Creek,,Titonka,Wadeable,,986,IA 04-EDM-0090_3,Buffalo Creek,47b,Kossuth,Mississippi,46.721,Warm Water,huc071000030404,4788198,419753,43.24231,-93.98841,No,False,Survey Site
174,Buffalo Creek,,Michaelson Marsh,Wadeable,,985,IA 04-EDM-0090_2,Buffalo Creek,47b,Kossuth,Mississippi,150.626,Warm Water,huc071000030404,4788297,411474,43.24227,-94.09038,No,True,Survey Site
175,Sixmile Creek,,Hawarden- Cleveland Ave,Wadeable,,1533,IA 06-BSR-0029_0,Sixmile Creek,47a,Sioux,Missouri,71.88,Warm Water,huc101702032003,4768695,222077,43.0201,-96.41071,N/A,False,Survey Site
176,Sixmile Creek,,Hawarden- Cherry Ave,Wadeable,,1533,IA 06-BSR-0029_0,Sixmile Creek,47a,Sioux,Missouri,93.829,Warm Water,huc101702032003,4763079,218418,42.96828,-96.45271,N/A,False,Survey Site
177,Roberts Creek,,St Olaf,Wadeable,,186,IA 01-TRK-0360_1,Roberts Creek,52b,Clayton,Mississippi,104.526,Warm Water,huc070600040405,4752836,631530,42.9168,-91.38848,N/A,False,Survey Site
178,Roberts Creek,,Farmersburg,Wadeable,,187,IA 01-TRK-0360_2,Roberts Creek,52b,Clayton,Mississippi,67.048,Warm Water,huc070600040405,4756645,629687,42.9514,-91.41017,N/A,False,Survey Site
179,Roberts Creek,,Postville,Wadeable,,188,IA 01-TRK-0360_3,Roberts Creek,52b,Clayton,Mississippi,18.969,Warm Water,huc070600040402,4764213,620610,43.02102,-91.51978,N/A,False,Survey Site
180,Silver Creek,,Gunder,Wadeable,,192,IA 01-TRK-0381_0,Silver Creek,52b,Clayton,Mississippi,25.533,Warm Water,huc070600040401,4760544,626150,42.9871,-91.45264,N/A,False,Survey Site
181,South Raccoon River,,Nations Bridge Co Park- Stuart,Wadeable,,1183,IA 04-RAC-0180_1,South Raccoon River,47f,Guthrie,Mississippi,330.259,Warm Water,huc071000070703,4603744,389092,41.57769,-94.3304,N/A,True,Reference Site
182,Burnett Creek,,Marshalltown,Wadeable,,734,IA 02-IOW-0243_0,Burnett Creek,47f,Marshall,Mississippi,31.419,Warm Water,huc070802080402,4658477,507836,42.07832,-92.90526,N/A,False,Survey Site
183,Soldier River,,Pisgah,Wadeable,Ambient Monthly WQ,1673,IA 06-SOL-0010_1,Soldier River,47e,Harrison,Missouri,408.494,Warm Water,huc102300010606,4635149,256567,41.83082,-95.93149,N/A,False,Survey Site
184,Floyd River,,James,Wadeable,Ambient Monthly WQ,1552,IA 06-FLO-0010_0,Floyd River,47e,Plymouth,Missouri,886.029,Warm Water,huc102300020504,4719154,228189,42.57693,-96.31197,N/A,False,Survey Site
185,Pratt Creek,,Mt Auburn,Wadeable,,522,IA 02-CED-0250_0,Pratt Creek,47c,Benton,Mississippi,41.608,Warm Water,huc070802051101,4676406,575500,42.23619,-92.08497,No,False,Survey Site
186,Indian Creek,,Cedar Rapids - Wilder Dr Trailhead,Wadeable,,504,IA 02-CED-0210_1,Indian Creek,47c,Linn,Mississippi,76.447,Warm Water,huc070802060103,4650076,616929,41.99401,-91.58826,Yes,True,Survey Site
187,Indian Creek,,Cedar Rapids- Mt Calvary Cemetary,Wadeable,,504,IA 02-CED-0210_1,Indian Creek,47c,Linn,Mississippi,72.166,Warm Water,huc070802060103,4651890,613827,42.0108,-91.62535,Yes,False,Survey Site
188,Indian Creek,,Cedar Rapids Prairie Chapel Road,Headwater,Headwater Reference Study,1875,IA 02-CED-0211_0,Indian Creek,47c,Linn,Mississippi,16.749,Warm Water,huc070802060102,4662929,618854,42.10945,-91.56241,No,False,Survey Site
189,East Branch Iowa River,,Goodell,Wadeable,319 Program Projects,769,IA 02-IOW-0380_1,East Branch Iowa River,47b,Hancock,Mississippi,176.612,Warm Water,huc070802070205,4754805,452966,42.94442,-93.57652,No,False,Candidate Reference Site
190,East Branch Iowa River,,Belmond,Wadeable,,769,IA 02-IOW-0380_1,East Branch Iowa River,47b,Wright,Mississippi,189.089,Warm Water,huc070802070205,4749778,450243,42.89898,-93.60945,No,False,Reference Site
191,Otter Creek,,Holmes,Wadeable,,1269,IA 04-UDM-0250_0,Otter Creek,47b,Wright,Mississippi,65.362,Warm Water,huc071000050303,4739486,428777,42.80461,-93.87105,No,False,Survey Site
192,Otter Creek,,Otter Creek WA - Goldfield,Wadeable,,1269,IA 04-UDM-0250_0,Otter Creek,47b,Wright,Mississippi,78.746,Warm Water,huc071000050303,4735556,424564,42.76882,-93.92204,No,False,Survey Site
193,Squaw Creek,,Zenorsville,Wadeable,,954,IA 03-SSK-0060_0,Squaw Creek,47b,Boone,Mississippi,145.319,Warm Water,huc070801050306,4661761,441451,42.10575,-93.70813,No,False,Survey Site
194,Big Cedar Creek,,Gibson Rec Area - Oakland Mills,Wadeable,"Ambient Monthly WQ,2011 Nutrient (WW)",905,IA 03-SKU-0090_1,Cedar Creek,40a,Henry,Mississippi,533.179,Warm Water,huc070801070710,4531290,611674,40.9251,-91.67366,N/A,True,Survey Site
195,Brush Creek,,Spring Grove,Wadeable,,596,IA 02-ICD-0005_2,Brush Creek,47f,Des Moines,Mississippi,9.804,Warm Water,huc070801041504,4512205,653842,40.74642,-91.17777,N/A,False,Survey Site
196,Muchakinock Creek,,Hull State Game Mgt- Evans,Wadeable,,1049,IA 04-LDM-0140_2,Muchakinock Creek,47f,Mahaska,Mississippi,29.686,Warm Water,huc071000090401,4572213,522846,41.30104,-92.7271,N/A,False,Survey Site
197,Muchakinock Creek,,Eddyville,Wadeable,,1048,IA 04-LDM-0140_1,Muchakinock Creek,47f,Mahaska,Mississippi,69.324,Warm Water,huc071000090402,4561624,529447,41.20545,-92.64877,N/A,False,Survey Site
198,Elk Run Creek,,Bunger Park - Evansdale,Wadeable,,544,IA 02-CED-0360_0,Elk Run,47c,Black Hawk,Mississippi,34.022,Warm Water,huc070802050901,4702060,559788,42.46857,-92.27271,No,False,Survey Site
199,Miller Creek,,Washburn,Wadeable,,539,IA 02-CED-0330_0,Miller Creek,47c,Black Hawk,Mississippi,51.523,Warm Water,huc070802050905,4692741,561370,42.38453,-92.25447,No,False,Survey Site
200,Walnut Creek,,Holiday Lake,Wadeable,319 Program Projects,709,IA 02-IOW-0187_2,Walnut Creek,47f,Poweshiek,Mississippi,34.931,Warm Water,huc070802080602,4630678,545273,41.82669,-92.45481,N/A,False,Survey Site
201,Big Bear Creek,,Victor,Wadeable,,701,IA 02-IOW-0180_1,Bear Creek,47f,Iowa,Mississippi,167.379,Warm Water,huc070802080806,4620681,559188,41.73573,-92.28826,N/A,False,Survey Site
202,North Fork Maquoketa River,,New Wine Park- New Vienna,Wadeable,,91,IA 01-NMQ-0020_2,North Fork Maquoketa River,47c,Dubuque,Mississippi,36.552,Warm Water,huc070600060603,4710256,653666,42.52941,-91.12896,Yes,True,Survey Site
203,Hickory Creek,HI2,New Vienna,Wadeable,,110,IA 01-NMQ-0160_0,Hickory Creek,47c,Dubuque,Mississippi,13.188,Warm Water,huc070600060601,4710157,660805,42.52707,-91.04211,Yes,False,Survey Site
204,Farmers Creek,,Fulton,Wadeable,,94,IA 01-NMQ-0040_0,Farmers Creek,47f,Jackson,Mississippi,33.225,Warm Water,huc070600060802,4674288,694164,42.19665,-90.64833,N/A,False,Survey Site
205,Willow Creek,,Royal,Wadeable,,1626,IA 06-LSR-0223_0,Willow Creek,47a,Clay,Missouri,50.194,Warm Water,huc102300030902,4763359,316635,43.00079,-95.24963,N/A,False,Survey Site
206,Little Floyd River,,Sheldon,Wadeable,,1830,IA 06-FLO-0085_0,Little Floyd River,47a,Obrien,Missouri,45.965,Warm Water,huc102300020302,4780735,270597,43.14458,-95.82102,N/A,False,Survey Site
207,Wolf Creek,,Chariton,Wadeable,,1339,IA 05-CHA-0070_0,Wolf Creek,40a,Lucas,Missouri,65.669,Warm Water,huc102802010205,4531949,477391,40.93835,-93.26857,N/A,False,Reference Site
208,Elk River,,Camp Mississippi Elk-ton- Teeds Grove,Wadeable,,8,IA 01-MAQ-0030_1,Elk River,47f,Clinton,Mississippi,54.449,Warm Water,huc070600051102,4655150,729207,42.015,-90.23185,N/A,False,Survey Site
209,West Fork Cedar River,,Lake Considine Co Park,Wadeable,,802,IA 02-WFC-0020_2,West Fork Cedar River,47c,Butler,Mississippi,555.938,Warm Water,huc070802040605,4729010,507169,42.71355,-92.91245,No,True,Reference Site
210,Walnut Creek,,Ames,Wadeable,,953,IA 03-SSK-0058_0,Walnut Creek,47b,Story,Mississippi,12.976,Warm Water,huc070801050901,4644509,449491,41.95094,-93.60941,Yes,False,Survey Site
211,Tipton Creek,,Buckeye/Radcliffe,Wadeable,,755,IA 02-IOW-0300_2,Tipton Creek,47b,Hardin,Mississippi,38.888,Warm Water,huc070802070401,4692399,465507,42.38311,-93.41901,Yes,False,Survey Site
212,Tipton Creek,,New Providence/Hubbard,Wadeable,,754,IA 02-IOW-0300_1,Tipton Creek,47b,Hardin,Mississippi,76.047,Warm Water,huc070802070402,4686130,484211,42.32725,-93.19163,Yes,False,Survey Site
213,Fourmile Creek,US,Ankeny WWTP,Wadeable,,1112,IA 04-LDM-0320_1,Fourmile Creek,47b,Polk,Mississippi,58.936,Warm Water,huc071000080102,4618783,452492,41.71942,-93.57114,No,False,Survey Site
214,Fourmile Creek,DS,Ankeny WWTP,Wadeable,,1112,IA 04-LDM-0320_1,Fourmile Creek,47b,Polk,Mississippi,59.927,Warm Water,huc071000080102,4618680,452588,41.7185,-93.56998,No,False,Survey Site
215,Dry Run Creek,DRC1,Cedar Falls- Waterloo St,Wadeable,319 Program Projects,554,IA 02-CED-0390_0,Dry Run,47c,Black Hawk,Mississippi,23.654,Warm Water,huc070802050701,4708249,545933,42.52525,-92.44074,No,False,Survey Site
216,Nutting Creek,,Ossian,Wadeable,,205,IA 01-TRK-0416_0,Nutting Creek,52b,Fayette,Mississippi,17.325,Warm Water,huc070600040702,4768776,601560,43.06489,-91.75268,N/A,False,Survey Site
217,Coon Creek,,Coon Creek WMA - near Decorah,Wadeable,,265,IA 01-UIA-0270_0,Coon Creek,52b,Winneshiek,Mississippi,17.783,Cold Water,huc070600020407,4796891,610958,43.31667,-91.63165,N/A,True,Survey Site
218,Shoal Creek,,Exline,Wadeable,,1342,IA 05-CHA-0080_0,Shoal Creek,40a,Appanoose,Missouri,61.805,Warm Water,huc102802010303,4493691,512337,40.59392,-92.85419,N/A,False,Reference Site
219,Walnut Creek,,Neal Smith NWR - Combined WNT2 & WNTBM2,Wadeable,Walnut Creek Study,1069,IA 04-LDM-0227_0,Walnut Creek,47f,Jasper,Mississippi,20.218,Warm Water,huc071000081505,4598453,478479,41.53744,-93.258,N/A,True,Survey Site
220,Squaw Creek,,Combined Sqw2 And Sqwbm2,Wadeable,Walnut Creek Study,2061,IA 03-SSK-0120_0,Squaw Creek,47f,Jasper,Mississippi,17.096,Warm Water,huc070801050907,4611846,477426,41.65804,-93.27112,N/A,False,Survey Site
221,East Nishnabotna River,,Shenandoah,Non-wadeable,Ambient Monthly WQ,1415,IA 05-NSH-0020_2,East Nishnabotna River,47e,Page,Missouri,1021.794,Warm Water,huc102400030706,4517690,298708,40.78555,-95.38562,N/A,False,Survey Site
222,North Raccoon River,,Sac City,Wadeable,Ambient Monthly WQ,1132,IA 04-RAC-0040_6,North Raccoon River,47b,Sac,Mississippi,709.218,Warm Water,huc071000060801,4689439,336394,42.34001,-94.98606,No,True,Survey Site
