MONIT_STATION_SEQ_NO,DTRSQQ_CODE,COUNTY_CODE,COUNTY_NAME,WBIC,OFFICIAL_WATERBODY_NAME,REGION_CODE,WSHED_CODE,GMU_CODE,WMU_CODE,HUC_CODE,ECO_REGION_CODE,STREAM_ORDER_NO,NATURAL_COMMUNITY,TEMPERATURE_CLASS,HYDRO_ID,CALC_LL_LAT_DD_AMT,CALC_LL_LONG_DD_AMT
100930,230183121,56,Saint Croix,2607900,Tenmile Creek,WC,SC02,SC,SC,07030005,47,3,COOL-COLD MAINSTEM,Cool-Cold,200145358,45.04991,-92.60944
26127935,NA,39,Marquette,165800,Tagatz Creek,NE,UF13,UF,UF,04030201,51,2,COOL-COLD MAINSTEM,Cool-Cold,200064761,43.966362,-89.53991
97360901,227123533,17,Dunn,5012976,Unnamed,WC,LC13,NA,LC,07050005,52,2,COOL-COLD HEADWATER,Cool-Cold,200125863,44.7711185,-91.811947
97360973,224120322,6,Buffalo,2062600,Tiffany Creek,WC,LC01,NA,LC,07050005,52,4,COOL-COLD HEADWATER,Cool-Cold,200113605,44.5937226,-91.8323635
102870,228140244,17,Dunn,2067000,Hay Creek,WC,LC04,LC,LC,07050007,52,2,COLDWATER,Cold,200136080,44.93328,-92.035286
101948,225121021,47,Pepin,2116700,Fall Creek,WC,LC24,LC,LC,07050005,52,"2, 2",COOL-COLD HEADWATER,Cool-Cold,200119065,44.66768,-91.82573
103060960,402100944,54,Rock,5040595,Unnamed,SC,SP11,NA,SP,07090004,53,3,COOL-COLD HEADWATER,Cool-Cold,200005870,42.6438722,-89.3081783
66384837,"402092931, 402092932",23,Green,877400,Sylvester Creek,SC,SP11,GP,SP,07090004,53,3,NA,NA,NA,0,0
99824400,401110732,54,Rock,876500,Unnamed,SC,SP11,NA,SP,07090004,53,3,COOL-COLD HEADWATER,Cool-Cold,200002703,42.5641173,-89.2453883
99765124,402100434,54,Rock,876300,Taylor Creek,SC,SP11,NA,SP,07090004,53,2,COOL-COLD HEADWATER,Cool-Cold,200006647,42.6610189,-89.3197047
101388125,401101142,54,Rock,876500,Unnamed,SC,SP11,NA,SP,07090004,53,3,COOL-WARM HEADWATER,Cool-Warm,200002702,42.5640071,-89.2745116
99824410,402103634,54,Rock,876600,Unnamed,SC,SP11,NA,SP,07090004,53,3,COOL-COLD HEADWATER,Cool-Cold,200003848,42.585623,-89.2620961
151645,402100831,54,Rock,876300,Taylor Creek,SC,SP11,GP,SP,07090004,53,"2, 2",COOL-COLD HEADWATER,Cool-Cold,200005872,42.6494,-89.3385
151279,NA,54,Rock,876400,Willow Creek,SC,SP11,GP,SP,07090004,53,3,COOL-COLD HEADWATER,Cool-Cold,200003604,42.58551,-89.26473
51010,402101624,54,Rock,876700,Swan Creek,SC,SP11,GP,SP,07090004,53,NA,COOL-COLD HEADWATER,Cool,NA,42.6398727,-89.317873
151281,NA,54,Rock,876700,Swan Creek,SC,SP11,GP,SP,07090004,53,3,COOL-COLD HEADWATER,Cool-Cold,200004853,42.61488,-89.329765
9776,402101432,54,Rock,876700,Swan Creek,SC,SP11,GP,SP,07090004,53,1,COLDWATER,Cold,200005561,42.6360196,-89.2881043
101254946,401101122,54,Rock,876400,Willow Creek,SC,SP11,NA,SP,07090004,53,4,COOL-COLD HEADWATER,Cool-Cold,200003011,42.5708154,-89.2872024
15833764,NA,23,Green,880100,Little Sugar River,SC,SP14,GP,SP,07090004,52,4,COLDWATER,Cold,200013523,42.813908,-89.63038
5415,402012242,33,Lafayette,939100,Madden Br,SC,GP01,GP,GP,07060005,52,4,COOL-WARM MAINSTEM,Cool-Warm,200005400,42.6312545,-90.3554365
8649794,NA,13,Dane,887500,Unnamed,NA,SP16,NA,SP,07090004,52,3,COLDWATER,Cold,200019702,42.942963,-89.71933
99297361,402101944,54,Rock,876300,Taylor Creek,SC,SP11,NA,SP,07090004,53,2,COOL-COLD HEADWATER,Cool-Cold,200004911,42.615028,-89.3489783
80817694,401100743,54,Rock,876300,Taylor Creek,SC,SP11,GP,SP,07090004,53,4,COOL-WARM MAINSTEM,Cool-Warm,200002490,42.558357,-89.35565
151277,401100711,54,Rock,876400,Willow Creek,SC,SP11,GP,SP,07090004,53,"4, 4",COOL-WARM MAINSTEM,Cool-Warm,200003157,42.5715,-89.3495
99587780,405143624,28,Jefferson,814600,Unnamed,SC,LR14,NA,LR,07090002,53,3,COLDWATER,Cold,200015359,42.8520996,-88.7894534
86059895,244010421,26,Iron,2926600,Unnamed,NO,LS13,LS,LS,04010302,50,1,COOL-WARM HEADWATER,Cool-Warm,200197333,46.3237,-90.5007
101368252,243020341,2,Ashland,2891900,Bad River,NO,LS14,NA,LS,04010302,50,3,COOL-WARM HEADWATER,Cool-Warm,200195038,46.2322588,-90.5959154
102774025,244020912,2,Ashland,5002765,Unnamed,NO,LS14,NA,LS,04010302,50,2,COLDWATER,Cold,200197002,46.3116294,-90.6193198
102773949,244020334,2,Ashland,5002711,Unnamed,NO,LS14,NA,LS,04010302,50,2,COLDWATER,Cold,200197110,46.3151437,-90.6037118
102773759,244020242,2,Ashland,5002682,Unnamed,NO,LS14,NA,LS,04010302,50,1,COLDWATER,Cold,200197281,46.3182352,-90.5794088
102912306,243021121,2,Ashland,2936700,Unnamed,NO,LS14,NA,LS,04010302,50,1,COOL-WARM HEADWATER,Cool-Warm,200194776,46.2258725,-90.5853057
102774645,244012712,26,Iron,2927200,Unnamed,NO,LS13,NA,LS,04010302,50,1,MACROINVERTEBRATE,Cool-Warm,200195648,46.2665848,-90.4744492
102912265,244012123,26,Iron,2927000,Unnamed,NO,LS13,NA,LS,04010302,50,1,COOL-WARM HEADWATER,Cool-Warm,200195955,46.2772159,-90.5035215
20670772,NA,2,Ashland,2937100,Minnie Creek,NO,LS14,LS,LS,04010302,50,2,COOL-WARM HEADWATER,Cool-Warm,200195093,46.241116,-90.567406
102772925,244010313,26,Iron,2925900,Mead Creek,NO,LS13,NA,LS,04010302,50,2,COOL-COLD HEADWATER,Cool-Cold,200197346,46.3212684,-90.4725015
102640702,243021511,2,Ashland,2936300,Knab Creek,NO,LS14,NA,LS,04010302,50,1,COOL-WARM HEADWATER,Cool-Warm,200194537,46.212763,-90.5962831
102774730,244012721,26,Iron,2927100,Unnamed,NO,LS13,NA,LS,04010302,50,1,COOL-WARM HEADWATER,Cool-Warm,200195752,46.2686857,-90.4782723
102774585,244012721,26,Iron,2923100,Tyler Fks,NO,LS13,NA,LS,04010302,50,3,COOL-WARM HEADWATER,Cool-Warm,200211036,46.2685719,-90.4785405
101323,421072243,50,Portage,1383200,South Branch Tenmile Creek,WC,CW09,CW,CW,07070003,51,"2, 2",COLDWATER,Cold,200087439,44.279133,-89.6564
101321,421072042,50,Portage,1383200,South Branch Tenmile Creek,WC,CW09,CW,CW,07070003,51,"2, 2",COLDWATER,Cold,200087587,44.282017,-89.69297
101324,421081932,50,Portage,1383200,South Branch Tenmile Creek,WC,CW09,CW,CW,07070003,51,2,COLDWATER,Cold,200087414,44.278408,-89.60631
101325,421082722,50,Portage,1383200,South Branch Tenmile Creek,WC,CW09,CW,CW,07070003,51,"1, 1",COLDWATER,Cold,200087336,44.271725,-89.54898
101332,421071613,50,Portage,1384300,Lateral # 2,WC,CW09,CW,CW,07070003,51,3,COOL-COLD MAINSTEM,Cool,"200088782, 600090606",44.297867,-89.67494
101333,421080633,50,Portage,1385500,Ditch # 9,WC,CW09,CW,CW,07070003,51,"2, 2",COOL-COLD HEADWATER,Cool-Cold,200091142,44.321747,-89.60671
101335,421080332,50,Portage,1385500,Ditch # 9,WC,CW09,CW,CW,07070003,51,"1, 1",COLDWATER,Cold,"200092630, 200090933, 200090934",44.32045,-89.54872
101327,421081822,50,Portage,1384600,Ditch # 5,WC,CW09,CW,CW,07070003,51,3,COLDWATER,Cold,200089215,44.303658,-89.60661
101329,421081611,50,Portage,1384600,Ditch # 5,WC,CW09,CW,CW,07070003,51,3,COLDWATER,Cold,200089215,44.30224,-89.549904
101328,421071422,50,Portage,1384600,Ditch # 5,WC,CW09,CW,CW,07070003,51,"3, 3",COLDWATER,Cold,200089215,44.304268,-89.64661
101331,421081744,50,Portage,1382700,Tenmile Creek,WC,CW09,CW,CW,07070003,51,"1, 1",COLDWATER,Cold,200088083,44.288456,-89.5698
101330,421072222,50,Portage,1382700,Tenmile Creek,WC,CW09,CW,CW,07070003,51,2,COLDWATER,Cold,200088112,44.29035,-89.6666
101336,421070233,50,Portage,1385500,Ditch # 9,WC,CW09,CW,CW,07070003,51,2,COOL-COLD HEADWATER,Cool-Cold,200091142,44.322533,-89.64691
101334,421052422,72,Wood,1387000,Sevenmile Creek,WC,CW09,CW,CW,07070003,51,1,COLDWATER,Cold,"200211737, 200088326, 200088067",44.290154,-89.86372
101320,421052634,72,Wood,1382700,Tenmile Creek,WC,CW09,CW,CW,07070003,51,"3, 3",COLDWATER,Cold,"200086077, 200086102, 600090658, 200086123",44.26473,-89.878334
101322,421063423,72,Wood,1382700,Tenmile Creek,WC,CW09,CW,CW,07070003,51,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200085981,44.256584,-89.78496
102772661,245010512,26,Iron,2923100,Tyler Fks,NO,LS13,NA,LS,04010302,50,4,COOL-WARM MAINSTEM,Cool-Warm,"600002335, 200199781",46.412891,-90.5161926
102774252,245011241,26,Iron,2906200,Potato River,NO,LS11,NA,LS,04010302,50,5,COOL-COLD MAINSTEM,Cool,"600002166, 200199116",46.3900061,-90.4265158
102773043,245023233,2,Ashland,2891900,Bad River,NO,LS14,NA,LS,04010302,50,5,COOL-WARM MAINSTEM,Cool,"600082630, 200197863",46.3301371,-90.6524269
26125005,NA,39,Marquette,156000,Wedde Creek,NE,UF09,UF,UF,04030201,51,2,COOL-COLD MAINSTEM,Cool-Cold,200065026,43.96633,-89.372574
100948435,413120121,11,Columbia,161300,Unnamed,SC,UF11,NA,UF,04030201,53,3,WARM HEADWATER,Warm,200050831,43.6327797,-89.0208355
72770080,421113021,69,Waupaca,260200,Murry Creek,NE,WR05,WR,WR,04030202,51,1,COLDWATER,Cold,200087215,44.271748,-89.21436
72769842,419103032,70,Waushara,151700,West Branch White River,NE,UF08,UF,UF,04030201,51,1,COOL-COLD HEADWATER,Cool-Cold,200072454,44.08723,-89.36402
72769913,418091143,70,Waushara,157900,West Branch Little Pine Creek,NE,UF09,UF,UF,04030201,51,1,COLDWATER,Cold,200069367,44.041187,-89.395485
153076,218012911,42,Monroe,1338900,Mud Creek,WC,LW29,CW,LW,07070003,52,"2, 2",COOL-WARM HEADWATER,Cool-Warm,200067652,44.01502,-90.51506
13510,420102313,70,Waushara,247800,Pine River,NE,WR02,WR,WR,04030202,51,2,COLDWATER,Cold,200081532,44.19531,-89.27599
13516,420110932,70,Waushara,250900,Unnamed,NE,WR02,WR,WR,04030202,51,1,COLDWATER,Cold,200083235,44.217945,-89.208626
26125384,NA,70,Waushara,158400,Schmudlack Creek,NE,UF09,UF,UF,04030201,51,2,COLDWATER,Cold,200070902,44.054127,-89.452194
18506759,NA,69,Waupaca,275400,Peterson Creek,NE,WR08,WR,WR,04030202,51,2,COOL-COLD HEADWATER,Cool-Cold,200105255,44.47201,-89.21451
72769854,418093024,70,Waushara,156600,South Branch Wedde Creek,NE,UF09,UF,UF,04030201,51,1,COLDWATER,Cold,200066642,44.00657,-89.47806
72770070,421102624,50,Portage,259300,Radley Creek,WC,WR05,WR,WR,04030202,51,1,COLDWATER,Cold,200086349,44.265438,-89.2589
72770324,422091311,50,Portage,267300,Mack Creek,WC,WR05,WR,WR,04030202,51,2,COLDWATER,Cold,200097978,44.386368,-89.350685
72770043,418100612,70,Waushara,149900,Lunch Creek,NE,UF08,UF,UF,04030201,51,1,COOL-COLD HEADWATER,Cool-Cold,200071131,44.06693,-89.357635
72770309,424110711,69,Waupaca,279100,Leer Creek,NE,WR08,WR,WR,04030202,51,1,COLDWATER,Cold,200111576,44.575764,-89.20394
65293483,424111733,69,Waupaca,279000,Griffin Creek,NE,WR08,WR,WR,04030202,51,2,COLDWATER,Cold,200110033,44.550488,-89.20221
102842,418083532,70,Waushara,155900,Chaffee Creek,NE,UF09,UF,UF,04030201,51,1,COLDWATER,Cold,200065647,43.98675,-89.52216
18607486,NA,70,Waushara,152400,Bowers Creek,NE,UF08,UF,UF,04030201,51,2,COOL-COLD HEADWATER,Cool-Cold,200072335,44.084934,-89.32086
72769822,423092634,50,Portage,267400,Bear Creek,WC,WR05,WR,WR,04030202,51,1,COOL-COLD HEADWATER,Cool-Cold,200101450,44.436634,-89.3758
72770231,422103623,50,Portage,263300,Allen Creek,WC,WR05,WR,WR,04030202,51,1,COLDWATER,Cold,200093465,44.34093,-89.244255
87691675,416131314,24,Green Lake,147000,Unnamed,NE,UF07,NA,UF,04030201,53,2,COOL-COLD HEADWATER,Cool-Cold,200060813,43.8595884,-88.8899427
50613,416141724,20,Fond du Lac,147400,Unnamed,NE,UF07,UF,UF,04030201,53,NA,COOL-WARM HEADWATER,Cool,NA,43.861042,-88.86043
87691663,416142233,20,Fond du Lac,5027015,Unnamed,NE,UF07,NA,UF,04030201,53,1,COOL-COLD HEADWATER,Cool-Cold,200059735,43.8370411,-88.8212732
87691685,416131323,24,Green Lake,146900,Unnamed,NE,UF07,NA,UF,04030201,53,3,COOL-COLD HEADWATER,Cool-Cold,200060806,43.8588627,-88.9028963
87691697,415150622,20,Fond du Lac,147700,Unnamed,NE,UF07,NA,UF,04030201,53,2,COOL-WARM HEADWATER,Cool-Warm,200058911,43.8075134,-88.7610532
87691709,415140212,20,Fond du Lac,146800,Silver Creek,NE,UF07,NA,UF,04030201,53,2,MACROINVERTEBRATE,Cool-Warm,200058529,43.8076381,-88.7913867
50194,416142113,20,Fond du Lac,146800,Silver Creek,NE,UF07,UF,UF,04030201,53,NA,COOL-WARM HEADWATER,Cool-Warm,200060349,43.845604,-88.83515
3714,416141842,20,Fond du Lac,146800,Silver Creek,NE,UF07,UF,UF,04030201,53,4,COOL-WARM MAINSTEM,Cool-Warm,200208411,43.858337,-88.87125
19216714,NA,20,Fond du Lac,146800,Silver Creek,NE,UF07,UF,UF,04030201,53,3,COOL-WARM HEADWATER,Cool-Warm,200060061,43.845055,-88.821304
65293299,416143043,20,Fond du Lac,146700,Dakin Creek,NE,UF07,UF,UF,04030201,53,1,COOL-WARM HEADWATER,Cool-Warm,200059164,43.825527,-88.87534
151476,NA,69,Waupaca,292900,Unnamed,NE,WR09,WR,WR,04030202,51,2,COOL-COLD HEADWATER,Cool-Cold,200112621,44.58559,-88.73715
150193,219043532,42,Monroe,1693400,Soper Creek,WC,BR03,BT,BR,07040007,52,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200071846,44.076534,-90.82911
17815735,NA,42,Monroe,1693400,Soper Creek,WC,BR03,BT,BR,07040007,52,4,COOL-COLD MAINSTEM,Cool-Cold,200072704,44.08457,-90.84518
150734,219033023,42,Monroe,1694000,Rathbone Creek,WC,BR03,BT,BR,07040007,52,"2, 2",COLDWATER,Cold,200073105,44.095688,-90.79045
16114859,NA,42,Monroe,1694000,Rathbone Creek,WC,BR03,BT,BR,07040007,52,2,COLDWATER,Cold,200073419,44.09845,-90.807045
101183,219042742,42,Monroe,1694000,Rathbone Creek,WC,BR03,BT,BR,07040007,52,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200073119,44.09184,-90.83965
17815709,NA,42,Monroe,1693400,Soper Creek,WC,BR03,BT,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200070786,44.06155,-90.785095
153663,NA,27,Jackson,1688300,Wilson Creek,WC,BR03,BT,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200073740,44.095646,-91.12852
102780039,219051731,27,Jackson,1690100,Unnamed,WC,BR03,NA,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200075612,44.1213797,-91.0087458
17932228,NA,42,Monroe,1693300,Spencer Creek,WC,BR03,BT,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200072745,44.061184,-90.86649
17932192,NA,42,Monroe,1693300,Spencer Creek,WC,BR03,BT,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200072745,44.085896,-90.85674
100703,219052913,27,Jackson,1689700,Sand Creek,WC,BR03,BT,BR,07040007,52,2,COOL-COLD MAINSTEM,Cool-Cold,200073277,44.095882,-91.00202
57070891,219053424,42,Monroe,1689700,Sand Creek,WC,BR03,BT,BR,07040007,52,2,COOL-COLD MAINSTEM,Cool-Cold,200072120,44.079338,-90.96712
102780416,220053021,27,Jackson,1692100,North Branch Douglas Creek,WC,BR03,NA,BR,07040007,52,3,COOL-COLD HEADWATER,Cool-Cold,200082117,44.1851984,-91.0265178
27212219,NA,27,Jackson,1689300,Davis Creek,WC,BR03,BT,BR,07040007,52,3,COLDWATER,Cold,200072001,44.07478,-91.041595
150413,218061222,32,La Crosse,1689100,Unnamed,WC,BR03,BT,BR,07040007,52,"3, 3",COOL-COLD HEADWATER,Cool-Cold,200071479,44.056053,-91.050064
7639,219040731,42,Monroe,1692900,Big Creek,WC,BR03,BT,BR,07040007,52,4,COOL-COLD MAINSTEM,Cool-Cold,200077467,44.1351167,-90.9067162
73909196,434101822,34,Langlade,1481200,Prairie River,NO,UW30,HW,UW,07070002,50,2,COOL-WARM HEADWATER,Cool-Warm,200164166,45.438263,-89.30254
101488998,438180541,19,Florence,649400,Unnamed,NO,GB15,NA,GB,04030108,50,1,COOL-COLD HEADWATER,Cool-Cold,200181091,45.7976607,-88.2645496
101477941,438191843,19,Florence,5004258,Unnamed,NO,GB15,NA,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200179141,45.7614298,-88.167298
101477790,438190723,19,Florence,5004116,Unnamed,NO,GB15,NA,GB,04030108,50,1,COOL-WARM HEADWATER,Cool-Warm,200180429,45.784814,-88.1778704
101478710,438182641,19,Florence,648600,South Branch Little Popple River,NO,GB15,NA,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200178420,45.7377589,-88.1994286
101489231,438182433,19,Florence,648600,South Branch Little Popple River,NO,GB15,NA,GB,04030108,50,2,COOL-WARM HEADWATER,Cool-Warm,200178553,45.7488406,-88.19718
101489254,438181844,19,Florence,649800,Sand Lake Br,NO,GB15,NA,GB,04030108,50,1,COOL-WARM HEADWATER,Cool-Warm,200179135,45.7651615,-88.2805805
101724955,438180132,19,Florence,648000,Little Popple River,NO,GB15,NA,GB,04030108,50,3,COOL-WARM MAINSTEM,Cool-Warm,200181095,45.7967659,-88.1950761
96864600,438190322,19,Florence,648000,Little Popple River,NO,GB15,NA,GB,04030108,50,3,COOL-WARM MAINSTEM,Cool-Warm,200181143,45.7994952,-88.1195148
100509465,438180713,19,Florence,648000,Little Popple River,NO,GB15,NA,GB,04030108,50,2,COOL-WARM MAINSTEM,Cool-Warm,200180658,45.788687,-88.2857964
101489061,438181543,19,Florence,648000,Little Popple River,NO,GB15,NA,GB,04030108,50,3,COOL-WARM MAINSTEM,Cool-Warm,200209530,45.7628561,-88.2277828
101272,213071523,63,Vernon,1643400,Unnamed,WC,BL03,BL,BL,07060001,52,3,COOL-COLD HEADWATER,Cool-Cold,200049339,43.602592,-91.204605
150092,208063031,12,Crawford,1634700,Picatee Creek,WC,BL01,BL,BL,07060001,52,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200028287,43.13983,-91.1347
102114,215071042,32,La Crosse,1649200,Pammel Creek,WC,BL04,BL,BL,07040006,52,3,COLDWATER,Cold,200057904,43.789726,-91.19884
102660042,209063314,12,Crawford,"721000, 1634900","Leitner Creek, Mississippi River",WC,BL01,NA,BL,07060001,52,3,COOL-COLD MAINSTEM,Cool,"600091273, 200031552",43.2162271,-91.0853693
44319775,208061732,12,Crawford,1634800,Du Charme Creek,WC,BL01,BL,BL,07060001,52,4,COOL-COLD MAINSTEM,Cool-Cold,200029352,43.167305,-91.117775
101133,NA,12,Crawford,1634600,Unnamed,WC,BL01,BL,BL,07060001,52,3,COLDWATER,Cold,200026930,43.10876,-91.120125
102298,213072134,63,Vernon,1643300,Unnamed,WC,BL03,BL,BL,07060001,52,3,COLDWATER,Cold,"200048112, 200048113, 200048123",43.579865,-91.21772
86088855,244021242,2,Ashland,2930900,Unnamed,NO,LS14,LS,LS,04010302,50,2,COOL-WARM HEADWATER,Cool-Warm,200196873,46.305,-90.558914
98653293,412172033,14,Dodge,862800,Unnamed,SC,UR13,NA,UR,07090001,53,3,COOL-COLD HEADWATER,Cool-Cold,200043332,43.4869574,-88.4961305
98653264,412173041,14,Dodge,862700,Unnamed,SC,UR13,NA,UR,07090001,53,2,COLDWATER,Cold,200042969,43.4785645,-88.5024725
98653305,412171134,14,Dodge,863400,Unnamed,SC,UR13,NA,UR,07090001,53,2,COOL-COLD HEADWATER,Cool-Cold,200045208,43.5160843,-88.4350601
98653303,412171634,14,Dodge,863100,Unnamed,SC,UR13,NA,UR,07090001,53,2,COOL-WARM HEADWATER,Cool-Warm,200044377,43.5016993,-88.4742029
98653313,412171714,14,Dodge,862900,Unnamed,SC,UR13,NA,UR,07090001,53,3,COOL-WARM HEADWATER,Cool-Warm,200044863,43.5112754,-88.4833471
99991948,412171611,14,Dodge,861400,East Branch Rock River,SC,UR13,NA,UR,07090001,53,5,COOL-WARM MAINSTEM,Cool-Warm,"600090285, 200045220",43.5139983,-88.4607589
98653270,412171931,14,Dodge,861400,East Branch Rock River,SC,UR13,NA,UR,07090001,53,5,COOL-WARM MAINSTEM,Cool-Warm,"600090285, 200211494",43.4930691,-88.5111413
101827447,412132734,14,Dodge,836900,Unnamed,SC,UR03,NA,UR,07090001,53,2,WARM HEADWATER,Warm,200042725,43.4743603,-88.9380592
25561516,NA,14,Dodge,834000,Crystal Creek,SC,UR03,UR,UR,07090001,53,2,COOL-COLD HEADWATER,Cool-Cold,200041042,43.436314,-88.81849
101385109,434020734,51,Price,2205300,Holmes Creek,NO,UC04,NA,UC,07050004,50,2,COOL-WARM HEADWATER,Cool-Warm,200164080,45.4418179,-90.2781919
100941799,446010313,26,Iron,2941200,Boomer Creek,NO,LS15,NA,LS,04010302,50,3,COOL-COLD HEADWATER,Cool-Cold,200201501,46.4940872,-90.350585
4390,416133414,24,Green Lake,146600,White Creek,NE,UF07,UF,UF,04030201,53,2,COLDWATER,Cold,200058736,43.816174,-88.928635
99462788,416133443,24,Green Lake,5027243,Unnamed,NE,UF07,NA,UF,04030201,53,2,COLDWATER,Cold,200058665,43.8077738,-88.9331068
88465586,415130411,24,Green Lake,5027219,Unnamed,NE,UF07,NA,UF,04030201,53,1,COLDWATER,Cold,200058562,43.8078612,-88.9462991
4357,415121243,24,Green Lake,148000,Spring Creek,NE,UF07,UF,UF,04030201,53,1,WARM HEADWATER,Warm,200057661,43.7806357,-89.0146738
88465561,415121334,24,Green Lake,148200,Roy Creek,NE,UF07,NA,UF,04030201,53,2,COLDWATER,Cold,200056877,43.7660868,-89.0208772
38632024,409062023,57,Sauk,5033787,Unnamed,SC,LW16,LW,LW,07070005,52,2,COOL-COLD HEADWATER,Cool-Cold,200032467,43.24419,-89.81511
102641046,244021243,2,Ashland,5002774,Unnamed,NO,LS14,NA,LS,04010302,50,1,MACROINVERTEBRATE,Cold,200196717,46.3017585,-90.5564349
88599495,244020123,2,Ashland,5002672,Unnamed,NO,LS14,LS,LS,04010302,50,1,MACROINVERTEBRATE,Cool-Warm,200197339,46.323143,-90.56795
102551169,438190341,19,Florence,609000,Menominee River,NO,GB15,NA,GB,04030108,50,6,NO CLASSIFICATION,Unknown,"600090383, 200212198",45.7940765,-88.1043057
100820596,210011324,53,Richland,1226500,Pier Spring Creek,SC,LW12,NA,LW,07070005,52,2,COOL-COLD HEADWATER,Cool-Cold,200036383,43.3458308,-90.4424828
102078,412112842,11,Columbia,1270200,Jennings Creek,SC,LW20,LW,LW,07070005,53,"2, 2",COOL-WARM HEADWATER,Cool-Warm,200042838,43.47582,-89.19161
99998138,410011911,53,Richland,1225800,Center Creek,SC,LW12,NA,LW,07070005,52,2,COOL-COLD HEADWATER,Cool-Cold,200035888,43.3329684,-90.4142075
96836190,410012021,53,Richland,1225900,Unnamed,SC,LW12,NA,LW,07070005,52,1,COOL-COLD HEADWATER,Cool-Cold,200035817,43.3336012,-90.4004841
96836176,410011714,53,Richland,1226200,Brush Creek,SC,LW12,NA,LW,07070005,52,3,COLDWATER,Cold,200036314,43.3448063,-90.395223
40860721,210061641,12,Crawford,1636300,Sugar Creek,WC,BL01,BL,BL,07060001,52,4,COLDWATER,Cold,200036291,43.3401,-91.08139
103792,NA,32,La Crosse,1651000,Unnamed,WC,BL04,BL,BL,07040006,52,2,COOL-COLD HEADWATER,Cool-Cold,200061813,43.881313,-91.1009
150591,218031541,42,Monroe,1650200,La Crosse River,WC,BL06,BL,BL,07040006,52,"3, 3",COOL-COLD MAINSTEM,Cool-Cold,200070575,44.035175,-90.71245
153028,216053633,32,La Crosse,1654100,Dutch Creek,WC,BL05,BL,BL,07040006,52,"1, 2",COLDWATER,Cold,200058584,43.8142,-90.9271
102445170,244010814,26,Iron,2926800,Unnamed,NO,LS13,NA,LS,04010302,50,1,COOL-COLD HEADWATER,Cool-Cold,200196770,46.305933,-90.5116669
62231535,227071922,18,Eau Claire,2133200,Eau Claire Lake,WC,LC14,LC,LC,07050006,51,NA,NA,NA,600039579,44.81173,-91.2831
62231008,422142112,69,Waupaca,241300,Wolf River,NE,WR04,WR,WR,04030202,51,NA,NA,NA,600091253,44.37236,-88.80784
62236686,418041942,29,Juneau,1352800,Yellow River,WC,CW02,CW,CW,07070003,51,NA,WARM MAINSTEM,WARM,NA,44.01636,-90.06285
27293270,NA,29,Juneau,1179900,Wisconsin River,WC,LW27,CW,LW,07070003,51,NA,NA,NA,600090588,43.75601,-89.84494
62230372,408031921,25,Iowa,1179900,Wisconsin River,SC,LW11,LW,LW,07070005,52,NA,NA,NA,600091268,43.15916,-90.18706
27293255,NA,57,Sauk,1179900,Wisconsin River,SC,LW16,LW,LW,07070005,52,NA,COOL-COLD MAINSTEM,Cool,600091268,43.2392,-89.8069
82375359,421160333,45,Outagamie,316500,Unnamed,NE,WR12,WR,WR,04030202,51,1,COOL-WARM HEADWATER,Cool-Warm,200092417,44.317097,-88.55357
41171660,418232711,36,Manitowoc,66300,Pine Creek,NE,MA01,LK,MA,04030101,53,2,WARM HEADWATER,Warm,200068545,44.008408,-87.72195
111878585,422233442,31,Kewaunee,84300,Jambo Creek,NE,TK02,NA,TK,04030101,53,2,WARM HEADWATER,Warm,200094568,44.333168,-87.6948976
84652871,426253323,15,Door,5014158,Unnamed,NE,TK04,LK,TK,04030102,51,1,WARM HEADWATER,Warm,200121723,44.68615,-87.47933
83685339,432202344,38,Marinette,525700,Unnamed,NE,GB09,UG,GB,04030105,50,2,COOL-WARM HEADWATER,Cool-Warm,200154147,45.22584,-87.96283
21042,238201343,NA,NA,2601400,Saint Croix River,NO,NA,NA,NA,07030005,NA,6,NA,NA,"600091259, 200182250",45.7735491,-92.7809726
4423,405021623,25,Iowa,NA,,SC,SP09,GP,SP,07090003,52,NA,NA,NA,NA,42.9116515,-90.268937
27292933,NA,37,Marathon,1179900,Wisconsin River,WC,CW27,CW,CW,07070002,51,NA,NA,NA,600089707,45.034077,-89.65841
62230187,418041033,1,Adams,1179900,Wisconsin River,WC,CW06,CW,CW,07070003,51,NA,NA,NA,600091060,44.041042,-90.01455
62230150,421052214,72,Wood,1179900,Wisconsin River,WC,CW08,CW,CW,07070003,51,NA,NA,NA,600089677,44.28864,-89.88724
51650702,245012241,26,Iron,2925100,Unnamed,NO,LS13,LS,LS,04010302,50,1,MACROINVERTEBRATE,Cool-Warm,200198339,46.36097,-90.46577
